Citation	wID	1830	1837	1840	1841	1879	1920
Helaman 8:22	3	Lehi	Lehi
Helaman 8:22	3.01	⌴	⌴
Helaman 8:22	4	was	was
Helaman 8:22	4.01	⌴	⌴
Helaman 8:22	5	driven	driven
Helaman 8:22	5.01	⌴	⌴
Helaman 8:22	6	out	out
Helaman 8:22	6.01	⌴	⌴
Helaman 8:22	7	of	of
Helaman 8:22	7.01	⌴	⌴
Helaman 8:22	8	Jerusalem	Jerusalem
Helaman 8:22	8.01	,	,
Helaman 8:22	8.02	⌴	⌴
Helaman 8:22	9	because	because
Helaman 8:22	9.01	⌴	⌴
Helaman 8:22	10	he	he
Helaman 8:22	10.01	⌴	⌴
Helaman 8:22	11	testified	testified
Helaman 8:22	11.01	⌴	⌴
Helaman 8:22	12	of	of
Helaman 8:22	12.01	⌴	⌴
Helaman 8:22	13	these	these
Helaman 8:22	13.01	⌴	⌴
Helaman 8:22	14	things	things
Helaman 8:22	14.01	.	.
Helaman 8:22	14.02	⌴	⌴
Helaman 8:22	15	Nephi	Nephi
Helaman 8:22	15.01	⌴	⌴
Helaman 8:22	16	also	also
Helaman 8:22	16.01	⌴	⌴
Helaman 8:22	17	testified	testified
Helaman 8:22	17.01	⌴	⌴
Helaman 8:22	18	of	of
Helaman 8:22	18.01	⌴	⌴
Helaman 8:22	19	these	these
Helaman 8:22	19.01	⌴	⌴
Helaman 8:22	20	things	things
Helaman 8:22	20.01	,	,
Helaman 8:22	20.02	⌴	⌴
Helaman 8:22	21	and	and
Helaman 8:22	21.01	⌴	⌴
Helaman 8:22	22	also	also
Helaman 8:22	22.01	⌴	⌴
Helaman 8:22	23	almost	almost
Helaman 8:22	23.01	⌴	⌴
Helaman 8:22	24	all	all
Helaman 8:22	24.01	⌴	⌴
Helaman 8:22	25	of	of
Helaman 8:22	25.01	⌴	⌴
Helaman 8:22	26	our	our
Helaman 8:22	26.01	⌴	⌴
Helaman 8:22	27	fathers	fathers
Helaman 8:22	27.01	,	,
Helaman 8:22	27.02	⌴	⌴
Helaman 8:22	28	even	even
Helaman 8:22	28.01	⌴	⌴
Helaman 8:22	29	down	down
Helaman 8:22	29.01	⌴	⌴
Helaman 8:22	30	to	to
Helaman 8:22	30.01	⌴	⌴
Helaman 8:22	31	this	this
Helaman 8:22	31.01	⌴	⌴
Helaman 8:22	32	time	time
Helaman 8:22	32.01	;	;
Helaman 8:22	32.02	⌴	⌴
Helaman 8:22	33	yea	yea
Helaman 8:22	33.01	,	,
Helaman 8:22	33.02	⌴	⌴
Helaman 8:22	34	they	they
Helaman 8:22	34.01	⌴	⌴
Helaman 8:22	35	have	have
Helaman 8:22	35.01	⌴	⌴
Helaman 8:22	36	testified	testified
Helaman 8:22	36.01	⌴	⌴
Helaman 8:22	37	of	of
Helaman 8:22	37.01	⌴	⌴
Helaman 8:22	38	the	the
Helaman 8:22	38.01	⌴	⌴
Helaman 8:22	39	coming	coming
Helaman 8:22	39.01	⌴	⌴
Helaman 8:22	40	of	of
Helaman 8:22	40.01	⌴	⌴
Helaman 8:22	41	Christ	Christ
Helaman 8:22	41.01	,	,
Helaman 8:22	41.02	⌴	⌴
Helaman 8:22	42	and	and
Helaman 8:22	42.01	⌴	⌴
Helaman 8:22	43	have	have
Helaman 8:22	43.01	⌴	⌴
Helaman 8:22	44	looked	looked
Helaman 8:22	44.01	⌴	⌴
Helaman 8:22	45	forward	forward
Helaman 8:22	45.01	,	,
Helaman 8:22	45.02	⌴	⌴
Helaman 8:22	46	and	and
Helaman 8:22	46.01	⌴	⌴
Helaman 8:22	47	have	have
Helaman 8:22	47.01	⌴	⌴
Helaman 8:22	48	rejoiced	rejoiced
Helaman 8:22	48.01	⌴	⌴
Helaman 8:22	49	in	in
Helaman 8:22	49.01	⌴	⌴
Helaman 8:22	50	his	his
Helaman 8:22	50.01	⌴	⌴
Helaman 8:22	51	day	day
Helaman 8:22	51.01	⌴	⌴
Helaman 8:22	52	which	which
Helaman 8:22	52.01	⌴	⌴
Helaman 8:22	53	is	is
Helaman 8:22	53.01	⌴	⌴
Helaman 8:22	54	to	to
Helaman 8:22	54.01	⌴	⌴
Helaman 8:22	55	come	come
Helaman 8:22	55.01	.	.
Helaman 8:23	1	And	And
Helaman 8:23	1.01	⌴	⌴
Helaman 8:23	2	behold	behold
Helaman 8:23	2.01	,	,
Helaman 8:23	2.02	⌴	⌴
Helaman 8:23	3	he	he
Helaman 8:23	3.01	⌴	⌴
Helaman 8:23	4	is	is
Helaman 8:23	4.01	⌴	⌴
Helaman 8:23	5	God	God
Helaman 8:23	5.01	,	,
Helaman 8:23	5.02	⌴	⌴
Helaman 8:23	6	and	and
Helaman 8:23	6.01	⌴	⌴
Helaman 8:23	7	he	he
Helaman 8:23	7.01	⌴	⌴
Helaman 8:23	8	is	is
Helaman 8:23	8.01	⌴	⌴
Helaman 8:23	9	with	with
Helaman 8:23	9.01	⌴	⌴
Helaman 8:23	10	them	them
Helaman 8:23	10.01	,	,
Helaman 8:23	10.02	⌴	⌴
Helaman 8:23	11	and	and
Helaman 8:23	11.01	⌴	⌴
Helaman 8:23	12	he	he
Helaman 8:23	12.01	⌴	⌴
Helaman 8:23	13	did	did
Helaman 8:23	13.01	⌴	⌴
Helaman 8:23	14	manifest	manifest
Helaman 8:23	14.01	⌴	⌴
Helaman 8:23	15	himself	himself
Helaman 8:23	15.01	⌴	⌴
Helaman 8:23	16	unto	unto
Helaman 8:23	16.01	⌴	⌴
Helaman 8:23	17	them	them
Helaman 8:23	17.01	,	,
Helaman 8:23	17.02	⌴	⌴
Helaman 8:23	18	that	that
Helaman 8:23	18.01	⌴	⌴
Helaman 8:23	19	they	they
Helaman 8:23	19.01	⌴	⌴
Helaman 8:23	20	were	were
Helaman 8:23	20.01	⌴	⌴
Helaman 8:23	21	redeemed	redeemed
Helaman 8:23	21.01	⌴	⌴
Helaman 8:23	22	by	by
Helaman 8:23	22.01	⌴	⌴
Helaman 8:23	23	him	him
Helaman 8:23	23.01	;	;
Helaman 8:23	23.02	⌴	⌴
Helaman 8:23	24	and	and
Helaman 8:23	24.01	⌴	⌴
Helaman 8:23	25	they	they
Helaman 8:23	25.01	⌴	⌴
Helaman 8:23	26	gave	gave
Helaman 8:23	26.01	⌴	⌴
Helaman 8:23	27	unto	unto
Helaman 8:23	27.01	⌴	⌴
Helaman 8:23	28	him	him
Helaman 8:23	28.01	⌴	⌴
Helaman 8:23	29	glory	glory
Helaman 8:23	29.01	,	,
Helaman 8:23	29.02	⌴	⌴
Helaman 8:23	30	because	because
Helaman 8:23	30.01	⌴	⌴
Helaman 8:23	31	of	of
Helaman 8:23	31.01	⌴	⌴
Helaman 8:23	32	that	that
Helaman 8:23	32.01	⌴	⌴
Helaman 8:23	33	which	which
Helaman 8:23	33.01	⌴	⌴
Helaman 8:23	34	is	is
Helaman 8:23	34.01	⌴	⌴
Helaman 8:23	35	to	to
Helaman 8:23	35.01	⌴	⌴
Helaman 8:23	36	come	come
Helaman 8:23	36.01	.	.
Helaman 8:24	1	And	And
Helaman 8:24	1.01	⌴	⌴
Helaman 8:24	2	now	now
Helaman 8:24	2.01	⌴	⌴
Helaman 8:24	3	seeing	seeing
Helaman 8:24	3.01	⌴	⌴
Helaman 8:24	4	ye	ye
Helaman 8:24	4.01	⌴	⌴
Helaman 8:24	5	know	know
Helaman 8:24	5.01	⌴	⌴
Helaman 8:24	6	these	these
Helaman 8:24	6.01	⌴	⌴
Helaman 8:24	7	things	things
Helaman 8:24	7.01	,	,
Helaman 8:24	7.02	⌴	⌴
Helaman 8:24	8	and	and
Helaman 8:24	8.01	⌴	⌴
Helaman 8:24	9	cannot	cannot
Helaman 8:24	9.01	⌴	⌴
Helaman 8:24	10	deny	deny
Helaman 8:24	10.01	⌴	⌴
Helaman 8:24	11	them	them
Helaman 8:24	11.01	,	,
Helaman 8:24	11.02	⌴	⌴
Helaman 8:24	12	except	except
Helaman 8:24	12.01	⌴	⌴
Helaman 8:24	13	ye	ye
Helaman 8:24	13.01	⌴	⌴
Helaman 8:24	14	shall	shall
Helaman 8:24	14.01	⌴	⌴
Helaman 8:24	15	lie	lie
Helaman 8:24	15.01	.	,
Helaman 8:24	15.02	⌴	⌴
Helaman 8:24	16	therefore	therefore
Helaman 8:24	16.01	⌴	⌴
Helaman 8:24	17	in	in
Helaman 8:24	17.01	⌴	⌴
Helaman 8:24	18	this	this
Helaman 8:24	18.01	⌴	⌴
Helaman 8:24	19	ye	ye
Helaman 8:24	19.01	⌴	⌴
Helaman 8:24	20	have	have
Helaman 8:24	20.01	⌴	⌴
Helaman 8:24	21	sinned	sinned
Helaman 8:24	21.01	,	,
Helaman 8:24	21.02	⌴	⌴
Helaman 8:24	22	for	for
Helaman 8:24	22.01	⌴	⌴
Helaman 8:24	23	ye	ye
Helaman 8:24	23.01	⌴	⌴
Helaman 8:24	24	have	have
Helaman 8:24	24.01	⌴	⌴
Helaman 8:24	25	rejected	rejected
Helaman 8:24	25.01	⌴	⌴
Helaman 8:24	26	all	all
Helaman 8:24	26.01	⌴	⌴
Helaman 8:24	27	these	these
Helaman 8:24	27.01	⌴	⌴
Helaman 8:24	28	things	things
Helaman 8:24	28.01	,	,
Helaman 8:24	28.02	⌴	⌴
Helaman 8:24	29	notwithstanding	notwithstanding
Helaman 8:24	29.01	⌴	⌴
Helaman 8:24	30	so	so
Helaman 8:24	30.01	⌴	⌴
Helaman 8:24	31	many	many
Helaman 8:24	31.01	⌴	⌴
Helaman 8:24	32	evidences	evidences
Helaman 8:24	32.01	⌴	⌴
Helaman 8:24	33	which	which
Helaman 8:24	33.01	⌴	⌴
Helaman 8:24	34	ye	ye
Helaman 8:24	34.01	⌴	⌴
Helaman 8:24	35	have	have
Helaman 8:24	35.01	⌴	⌴
Helaman 8:24	36	received	received
Helaman 8:24	36.01	;	;
Helaman 8:24	36.02	⌴	⌴
Helaman 8:24	37	yea	yea
Helaman 8:24	37.01	,	,
Helaman 8:24	37.02	⌴	⌴
Helaman 8:24	38	even	even
Helaman 8:24	38.01	⌴	⌴
Helaman 8:24	39	ye	ye
Helaman 8:24	39.01	⌴	⌴
Helaman 8:24	40	have	have
Helaman 8:24	40.01	⌴	⌴
Helaman 8:24	41	received	received
Helaman 8:24	41.01	⌴	⌴
Helaman 8:24	42	all	all
Helaman 8:24	42.01	⌴	⌴
Helaman 8:24	43	things	things
Helaman 8:24	43.01	,	,
Helaman 8:24	43.02	⌴	⌴
Helaman 8:24	44	both	both
Helaman 8:24	44.01	⌴	⌴
Helaman 8:24	45	things	things
Helaman 8:24	45.01	⌴	⌴
Helaman 8:24	46	in	in
Helaman 8:24	46.01	⌴	⌴
Helaman 8:24	47	Heaven	heaven
Helaman 8:24	47.01	,	,
Helaman 8:24	47.02	⌴	⌴
Helaman 8:24	48	and	and
Helaman 8:24	48.01	⌴	⌴
Helaman 8:24	49	all	all
Helaman 8:24	49.01	⌴	⌴
Helaman 8:24	50	things	things
Helaman 8:24	50.01	⌴	⌴
Helaman 8:24	51	which	which
Helaman 8:24	51.01	⌴	⌴
Helaman 8:24	52	are	are
Helaman 8:24	52.01	⌴	⌴
Helaman 8:24	53	in	in
Helaman 8:24	53.01	⌴	⌴
Helaman 8:24	54	the	the
Helaman 8:24	54.01	⌴	⌴
Helaman 8:24	55	earth	earth
Helaman 8:24	55.01	,	,
Helaman 8:24	55.02	⌴	⌴
Helaman 8:24	56	as	as
Helaman 8:24	56.01	⌴	⌴
Helaman 8:24	57	a	a
Helaman 8:24	57.01	⌴	⌴
Helaman 8:24	58	witness	witness
Helaman 8:24	58.01	⌴	⌴
Helaman 8:24	59	that	that
Helaman 8:24	59.01	⌴	⌴
Helaman 8:24	60	they	they
Helaman 8:24	60.01	⌴	⌴
Helaman 8:24	61	are	are
Helaman 8:24	61.01	⌴	⌴
Helaman 8:24	62	true	true
Helaman 8:24	62.01	.	.
Helaman 8:25	1	But	But
Helaman 8:25	1.01	⌴	⌴
Helaman 8:25	2	behold	behold
Helaman 8:25	2.01	,	,
Helaman 8:25	2.02	⌴	⌴
Helaman 8:25	3	ye	ye
Helaman 8:25	3.01	⌴	⌴
Helaman 8:25	4	have	have
Helaman 8:25	4.01	⌴	⌴
Helaman 8:25	5	rejected	rejected
Helaman 8:25	5.01	⌴	⌴
Helaman 8:25	6	the	the
Helaman 8:25	6.01	⌴	⌴
Helaman 8:25	7	truth	truth
Helaman 8:25	7.01	,	,
Helaman 8:25	7.02	⌴	⌴
Helaman 8:25	8	and	and
Helaman 8:25	8.01	⌴	⌴
Helaman 8:25	9	rebelled	rebelled
Helaman 8:25	9.01	⌴	⌴
Helaman 8:25	10	against	against
Helaman 8:25	10.01	⌴	⌴
Helaman 8:25	11	your	your
Helaman 8:25	11.01	⌴	⌴
Helaman 8:25	12	holy	holy
Helaman 8:25	12.01	⌴	⌴
Helaman 8:25	13	God	God
Helaman 8:25	13.01	;	;
Helaman 8:25	13.02	⌴	⌴
Helaman 8:25	14	and	and
Helaman 8:25	14.01	⌴	⌴
Helaman 8:25	15	even	even
Helaman 8:25	15.01	⌴	⌴
Helaman 8:25	16	at	at
Helaman 8:25	16.01	⌴	⌴
Helaman 8:25	17	this	this
Helaman 8:25	17.01	⌴	⌴
Helaman 8:25	18	time	time
Helaman 8:25	18.01	,	,
Helaman 8:25	18.02	⌴	⌴
Helaman 8:25	19	instead	instead
Helaman 8:25	19.01	⌴	⌴
Helaman 8:25	20	of	of
Helaman 8:25	20.01	⌴	⌴
Helaman 8:25	21	laying	laying
Helaman 8:25	21.01	⌴	⌴
Helaman 8:25	22	up	up
Helaman 8:25	22.01	⌴	⌴
Helaman 8:25	23	for	for
Helaman 8:25	23.01	⌴	⌴
Helaman 8:25	24	yourselves	yourselves
Helaman 8:25	24.01	⌴	⌴
Helaman 8:25	25	treusures	treasures
Helaman 8:25	25.01	⌴	⌴
Helaman 8:25	26	in	in
Helaman 8:25	26.01	⌴	⌴
Helaman 8:25	27	Heaven	heaven
Helaman 8:25	27.01	,	,
Helaman 8:25	27.02	⌴	⌴
Helaman 8:25	28	where	where
Helaman 8:25	28.01	⌴	⌴
Helaman 8:25	29	nothing	nothing
Helaman 8:25	29.01	⌴	⌴
Helaman 8:25	30	doth	doth
Helaman 8:25	30.01	⌴	⌴
Helaman 8:25	31	corrupt	corrupt
Helaman 8:25	31.01	,	,
Helaman 8:25	31.02	⌴	⌴
Helaman 8:25	32	and	and
Helaman 8:25	32.01	⌴	⌴
Helaman 8:25	33	where	where
Helaman 8:25	33.01	⌴	⌴
Helaman 8:25	34	nothing	nothing
Helaman 8:25	34.01	⌴	⌴
Helaman 8:25	35	can	can
Helaman 8:25	35.01	⌴	⌴
Helaman 8:25	36	come	come
Helaman 8:25	36.01	⌴	⌴
Helaman 8:25	37	which	which
Helaman 8:25	37.01	⌴	⌴
Helaman 8:25	38	is	is
Helaman 8:25	38.01	⌴	⌴
Helaman 8:25	39	unclean	unclean
Helaman 8:25	39.01	,	,
Helaman 8:25	39.02	⌴	⌴
Helaman 8:25	40	ye	ye
Helaman 8:25	40.01	⌴	⌴
Helaman 8:25	41	are	are
Helaman 8:25	41.01	⌴	⌴
Helaman 8:25	42	heaping	heaping
Helaman 8:25	42.01	⌴	⌴
Helaman 8:25	43	up	up
Helaman 8:25	43.01	⌴	⌴
Helaman 8:25	44	for	for
Helaman 8:25	44.01	⌴	⌴
Helaman 8:25	45	yourselves	yourselves
Helaman 8:25	45.01	⌴	⌴
Helaman 8:25	46	wrath	wrath
Helaman 8:25	46.01	⌴	⌴
Helaman 8:25	47	against	against
Helaman 8:25	47.01	⌴	⌴
Helaman 8:25	48	the	the
Helaman 8:25	48.01	⌴	⌴
Helaman 8:25	49	day	day
Helaman 8:25	49.01	⌴	⌴
Helaman 8:25	50	of	of
Helaman 8:25	50.01	⌴	⌴
Helaman 8:25	51	judgement	judgment
Helaman 8:25	51.01	;	;
Helaman 8:26	1	yea	yea
Helaman 8:26	1.01	,	,
Helaman 8:26	1.02	⌴	⌴
Helaman 8:26	2	even	even
Helaman 8:26	2.01	⌴	⌴
Helaman 8:26	3	at	at
Helaman 8:26	3.01	⌴	⌴
Helaman 8:26	4	this	this
Helaman 8:26	4.01	⌴	⌴
Helaman 8:26	5	time	time
Helaman 8:26	5.01	⌴	⌴
Helaman 8:26	6	ye	ye
Helaman 8:26	6.01	⌴	⌴
Helaman 8:26	7	are	are
Helaman 8:26	7.01	⌴	⌴
Helaman 8:26	8	ripening	ripening
Helaman 8:26	8.01	,	,
Helaman 8:26	8.02	⌴	⌴
Helaman 8:26	9	because	because
Helaman 8:26	9.01	⌴	⌴
Helaman 8:26	10	of	of
Helaman 8:26	10.01	⌴	⌴
Helaman 8:26	11	your	your
Helaman 8:26	11.01	⌴	⌴
Helaman 8:26	12	murders	murders
Helaman 8:26	12.01	,	,
Helaman 8:26	12.02	⌴	⌴
Helaman 8:26	13	and	and
Helaman 8:26	13.01	⌴	⌴
Helaman 8:26	14	your	your
Helaman 8:26	14.01	⌴	⌴
Helaman 8:26	15	fornication	fornication
Helaman 8:26	15.01	⌴	⌴
Helaman 8:26	16	and	and
Helaman 8:26	16.01	⌴	⌴
Helaman 8:26	17	wickedness	wickedness
Helaman 8:26	17.01	,	,
Helaman 8:26	17.02	⌴	⌴
Helaman 8:26	18	for	for
Helaman 8:26	18.01	⌴	⌴
Helaman 8:26	19	everlasting	everlasting
Helaman 8:26	19.01	⌴	⌴
Helaman 8:26	20	destruction	destruction
Helaman 8:26	20.01	;	;
Helaman 8:26	20.02	⌴	⌴
Helaman 8:26	21	yea	yea
Helaman 8:26	21.01	,	,
Helaman 8:26	21.02	⌴	⌴
Helaman 8:26	22	and	and
Helaman 8:26	22.01	⌴	⌴
Helaman 8:26	23	except	except
Helaman 8:26	23.01	⌴	⌴
Helaman 8:26	24	ye	ye
Helaman 8:26	24.01	⌴	⌴
Helaman 8:26	25	repent	repent
Helaman 8:26	25.01	,	,
Helaman 8:26	25.02	⌴	⌴
Helaman 8:26	26	it	it
Helaman 8:26	26.01	⌴	⌴
Helaman 8:26	27	will	will
Helaman 8:26	27.01	⌴	⌴
Helaman 8:26	28	come	come
Helaman 8:26	28.01	⌴	⌴
Helaman 8:26	29	unto	unto
Helaman 8:26	29.01	⌴	⌴
Helaman 8:26	30	you	you
Helaman 8:26	30.01	⌴	⌴
Helaman 8:26	31	soon	soon
Helaman 8:26	31.01	;	;
Helaman 8:27	1	yea	yea
Helaman 8:27	1.01	,	,
Helaman 8:27	1.02	⌴	⌴
Helaman 8:27	2	behold	behold
Helaman 8:27	2.01	⌴	⌴
Helaman 8:27	3	it	it
Helaman 8:27	3.01	⌴	⌴
Helaman 8:27	4	is	is
Helaman 8:27	4.01	⌴	⌴
Helaman 8:27	5	now	now
Helaman 8:27	5.01	⌴	⌴
Helaman 8:27	6	even	even
Helaman 8:27	6.01	⌴	⌴
Helaman 8:27	7	at	at
Helaman 8:27	7.01	⌴	⌴
Helaman 8:27	8	your	your
Helaman 8:27	8.01	⌴	⌴
Helaman 8:27	9	doors	doors
Helaman 8:27	9.01	;	;
Helaman 8:27	9.02	⌴	⌴
Helaman 8:27	10	yea	yea
Helaman 8:27	10.01	,	,
Helaman 8:27	10.02	⌴	⌴
Helaman 8:27	11	go	go
Helaman 8:27	11.01	⌴	⌴
Helaman 8:27	12	ye	ye
Helaman 8:27	12.01	⌴	⌴
Helaman 8:27	13	in	in
Helaman 8:27	13.01	⌴	⌴
Helaman 8:27	14	unto	unto
Helaman 8:27	14.01	⌴	⌴
Helaman 8:27	15	the	the
Helaman 8:27	15.01	⌴	⌴
Helaman 8:27	16	judgement	judgment
Helaman 8:27	16.01	⌴	⌴
Helaman 8:27	17	seat	seat
Helaman 8:27	17.01	,	,
Helaman 8:27	17.02	⌴	⌴
Helaman 8:27	18	and	and
Helaman 8:27	18.01	⌴	⌴
Helaman 8:27	19	search	search
Helaman 8:27	19.01	;	;
Helaman 8:27	19.02	⌴	⌴
Helaman 8:27	20	and	and
Helaman 8:27	20.01	⌴	⌴
Helaman 8:27	21	behold	behold
Helaman 8:27	21.01	,	,
Helaman 8:27	21.02	⌴	⌴
Helaman 8:27	22	your	your
Helaman 8:27	22.01	⌴	⌴
Helaman 8:27	23	Judge	judge
Helaman 8:27	23.01	⌴	⌴
Helaman 8:27	24	is	is
Helaman 8:27	24.01	⌴	⌴
Helaman 8:27	25	murdered	murdered
Helaman 8:27	25.01	,	,
Helaman 8:27	25.02	⌴	⌴
Helaman 8:27	26	and	and
Helaman 8:27	26.01	⌴	⌴
Helaman 8:27	27	he	he
Helaman 8:27	27.01	⌴	⌴
Helaman 8:27	28	lieth	lieth
Helaman 8:27	28.01	⌴	⌴
Helaman 8:27	29	in	in
Helaman 8:27	29.01	⌴	⌴
Helaman 8:27	30	his	his
Helaman 8:27	30.01	⌴	⌴
Helaman 8:27	31	blood	blood
Helaman 8:27	31.01	;	;
Helaman 8:27	31.02	⌴	⌴
Helaman 8:27	32	and	and
Helaman 8:27	32.01	⌴	⌴
Helaman 8:27	33	he	he
Helaman 8:27	33.01	⌴	⌴
Helaman 8:27	34	hath	hath
Helaman 8:27	34.01	⌴	⌴
Helaman 8:27	35	been	been
Helaman 8:27	35.01	⌴	⌴
Helaman 8:27	36	murdered	murdered
Helaman 8:27	36.01	⌴	⌴
Helaman 8:27	37	by	by
Helaman 8:27	37.01	⌴	⌴
Helaman 8:27	38	his	his
Helaman 8:27	38.01	⌴	⌴
Helaman 8:27	39	brother	brother
Helaman 8:27	39.01	,	,
Helaman 8:27	39.02	⌴	⌴
Helaman 8:27	40	who	who
Helaman 8:27	40.01	⌴	⌴
Helaman 8:27	41	seeketh	seeketh
Helaman 8:27	41.01	⌴	⌴
Helaman 8:27	42	to	to
Helaman 8:27	42.01	⌴	⌴
Helaman 8:27	43	sit	sit
Helaman 8:27	43.01	⌴	⌴
Helaman 8:27	44	in	in
Helaman 8:27	44.01	⌴	⌴
Helaman 8:27	45	the	the
Helaman 8:27	45.01	⌴	⌴
Helaman 8:27	46	judgement	judgment
Helaman 8:27	46.01	⌴	⌴
Helaman 8:27	47	seat	seat
Helaman 8:27	47.01	.	.
Helaman 8:28	1	And	And
Helaman 8:28	1.01	⌴	⌴
Helaman 8:28	2	behold	behold
Helaman 8:28	2.01	,	,
Helaman 8:28	2.02	⌴	⌴
Helaman 8:28	3	they	they
Helaman 8:28	3.01	⌴	⌴
Helaman 8:28	4	both	both
Helaman 8:28	4.01	⌴	⌴
Helaman 8:28	5	belong	belong
Helaman 8:28	5.01	⌴	⌴
Helaman 8:28	6	to	to
Helaman 8:28	6.01	⌴	⌴
Helaman 8:28	7	your	your
Helaman 8:28	7.01	⌴	⌴
Helaman 8:28	8	secret	secret
Helaman 8:28	8.01	⌴	⌴
Helaman 8:28	9	band	band
Helaman 8:28	9.01	,	,
Helaman 8:28	9.02	⌴	⌴
Helaman 8:28	10	whose	whose
Helaman 8:28	10.01	⌴	⌴
Helaman 8:28	11	author	author
Helaman 8:28	11.01	⌴	⌴
Helaman 8:28	12	is	is
Helaman 8:28	12.01	⌴	⌴
Helaman 8:28	13	Gadianton	Gadianton
Helaman 8:28	13.01	,	,
Helaman 8:28	13.02	⌴	⌴
Helaman 8:28	14	and	and
Helaman 8:28	14.01	⌴	⌴
Helaman 8:28	15	the	the
Helaman 8:28	15.01	⌴	⌴
Helaman 8:28	16	evil	evil
Helaman 8:28	16.01	⌴	⌴
Helaman 8:28	17	one	one
Helaman 8:28	17.01	⌴	⌴
Helaman 8:28	18	which	who
Helaman 8:28	18.01	⌴	⌴
Helaman 8:28	19	seeketh	seeketh
Helaman 8:28	19.01	⌴	⌴
Helaman 8:28	20	to	to
Helaman 8:28	20.01	⌴	⌴
Helaman 8:28	21	destroy	destroy
Helaman 8:28	21.01	⌴	⌴
Helaman 8:28	22	the	the
Helaman 8:28	22.01	⌴	⌴
Helaman 8:28	23	souls	souls
Helaman 8:28	23.01	⌴	⌴
Helaman 8:28	24	of	of
Helaman 8:28	24.01	⌴	⌴
Helaman 8:28	25	men	men
Helaman 8:28	25.01	.	.
Helaman 9:1	1	Behold	Behold
Helaman 9:1	1.01	⌴	⌴
Helaman 9:1	2	now	now
Helaman 9:1	2.01	⌴	⌴
Helaman 9:1	3	it	it
Helaman 9:1	3.01	⌴	⌴
Helaman 9:1	4	came	came
Helaman 9:1	4.01	⌴	⌴
Helaman 9:1	5	to	to
Helaman 9:1	5.01	⌴	⌴
Helaman 9:1	6	pass	pass
Helaman 9:1	6.01	⌴	⌴
Helaman 9:1	7	that	that
Helaman 9:1	7.01	⌴	⌴
Helaman 9:1	8	when	when
Helaman 9:1	8.01	⌴	⌴
Helaman 9:1	9	Nephi	Nephi
Helaman 9:1	9.01	⌴	⌴
Helaman 9:1	10	had	had
Helaman 9:1	10.01	⌴	⌴
Helaman 9:1	11	spoken	spoken
Helaman 9:1	11.01	⌴	⌴
Helaman 9:1	12	these	these
Helaman 9:1	12.01	⌴	⌴
Helaman 9:1	13	words	words
Helaman 9:1	13.01	,	,
Helaman 9:1	13.02	⌴	⌴
Helaman 9:1	14	certain	certain
Helaman 9:1	14.01	⌴	⌴
Helaman 9:1	15	men	men
Helaman 9:1	15.01	⌴	⌴
Helaman 9:1	16	which	who
Helaman 9:1	16.01	⌴	⌴
Helaman 9:1	17	were	were
Helaman 9:1	17.01	⌴	⌴
Helaman 9:1	18	among	among
Helaman 9:1	18.01	⌴	⌴
Helaman 9:1	19	them	them
Helaman 9:1	19.01	⌴	⌴
Helaman 9:1	20	ran	ran
Helaman 9:1	20.01	⌴	⌴
Helaman 9:1	21	to	to
Helaman 9:1	21.01	⌴	⌴
Helaman 9:1	22	the	the
Helaman 9:1	22.01	⌴	⌴
Helaman 9:1	23	judgement	judgement
Helaman 9:1	23.01	⌴	⌴
Helaman 9:1	24	seat	seat
Helaman 9:1	24.01	;	;
Helaman 9:1	24.02	⌴	⌴
Helaman 9:1	25	yea	yea
Helaman 9:1	25.01	,	,
Helaman 9:1	25.02	⌴	⌴
Helaman 9:1	26	even	even
Helaman 9:1	26.01	⌴	⌴
Helaman 9:1	27	there	there
Helaman 9:1	27.01	⌴	⌴
Helaman 9:1	28	were	were
Helaman 9:1	28.01	⌴	⌴
Helaman 9:1	29	five	five
Helaman 9:1	29.01	⌴	⌴
Helaman 9:1	30	which	who
Helaman 9:1	30.01	⌴	⌴
Helaman 9:1	31	went	went
Helaman 9:1	31.01	;	;
Helaman 9:1	31.02	⌴	⌴
Helaman 9:1	32	and	and
Helaman 9:1	32.01	⌴	⌴
Helaman 9:1	33	they	they
Helaman 9:1	33.01	⌴	⌴
Helaman 9:1	34	said	said
Helaman 9:1	34.01	⌴	⌴
Helaman 9:1	35	among	among
Helaman 9:1	35.01	⌴	⌴
Helaman 9:1	36	themselves	themselves
Helaman 9:1	36.01	,	,
Helaman 9:1	36.02	⌴	⌴
Helaman 9:1	37	as	as
Helaman 9:1	37.01	⌴	⌴
Helaman 9:1	38	they	they
Helaman 9:1	38.01	⌴	⌴
Helaman 9:1	39	went	went
Helaman 9:1	39.01	,	,
Helaman 9:2	1	Behold	behold
Helaman 9:2	1.01	,	,
Helaman 9:2	1.02	⌴	⌴
Helaman 9:2	2	now	now
Helaman 9:2	2.01	⌴	⌴
Helaman 9:2	3	we	we
Helaman 9:2	3.01	⌴	⌴
Helaman 9:2	4	will	will
Helaman 9:2	4.01	⌴	⌴
Helaman 9:2	5	know	know
Helaman 9:2	5.01	⌴	⌴
Helaman 9:2	6	of	of
Helaman 9:2	6.01	⌴	⌴
Helaman 9:2	7	a	a
Helaman 9:2	7.01	⌴	⌴
Helaman 9:2	8	surety	surety
Helaman 9:2	8.01	,	,
